9/13/2015,55,75.9,0
9/17/2015,60.1,84,0
9/20/2015,62.1,86,0
9/24/2015,60.1,75.9,0.2
9/27/2015,64,77,0.03
10/1/2015,57.9,66,0.34
10/3/2015,53.1,68,1.23
10/17/2015,39,66.9,0
10/21/2015,37.9,75.9,0
10/25/2015,55.9,77,0
11/7/2015,59,72,0.54
11/10/2015,48,69.1,0.22
11/12/2015,45,77,0
11/13/2015,44.1,66,0
11/15/2015,31.1,64,0
11/17/2015,37.9,66.9,0
11/18/2015,53.1,72,0
11/29/2015,48.9,73.9,0.13
12/3/2015,39,57.9,0
12/4/2015,33.1,54,0
12/9/2015,42.1,64,0
12/10/2015,44.1,66.9,0
12/18/2015,37,59,0.16
12/24/2015,66,77,0.04
12/25/2015,64.9,73.9,0
12/26/2015,63,73.9,0.01
1/3/2016,31.1,53.1,0
1/10/2016,37,63,0.05
1/13/2016,27.1,43,0
1/18/2016,22.1,35.1,0
1/24/2016,28.2,46.9,0
1/26/2016,35.1,61,0
1/30/2016,26.2,55.9,0
2/1/2016,46.9,72,0
2/3/2016,51.1,72,1.26
2/7/2016,37,44.1,0
2/11/2016,19.2,41,0
2/13/2016,21.2,34,0
2/16/2016,35.1,60.1,1.16
2/21/2016,45,71.1,0.04
2/23/2016,43,46,0.19
12/17/2017,27.1,51.1,0
12/19/2017,36,70,0
1/18/2018,10.2,34,0
1/20/2018,26.2,55.9,0
2/1/2018,31.1,62.1,0
2/7/2018,44.1,64.9,0.21
2/28/2018,39,57,0.07
3/5/2018,26.2,54,0
3/8/2018,27.1,46.9,0
3/11/2018,37.9,48.9,0.21
3/12/2018,32,37.9,0.92
5/2/2018,53.1,84.9,0
5/4/2018,60.1,84.9,0
5/6/2018,62.1,84.9,0.16
5/14/2018,68,93,0
5/15/2018,69.1,88,0.02
6/18/2018,73.9,93.9,0
6/25/2018,72,88,0.02
8/5/2018,72,93,0
8/12/2018,70,89.1,0.8
8/19/2018,68,88,1.83
8/27/2018,69.1,93,0
8/28/2018,71.1,93.9,0
